-------------------------------------------------
object ID: 1114
class label: 1
sign meaning: 15-fr

dominant hand trajectory:
   -0.802268	    0.585080
   -0.802268	    0.567350
   -0.802268	    0.549620
   -0.802268	    0.523026
   -0.802268	    0.496431
   -0.802268	    0.478702
   -0.802268	    0.469837
   -0.788971	    0.438810
   -0.788971	    0.438810
   -0.788971	    0.438810
   -0.788971	    0.438810
   -0.788971	    0.438810
   -0.788971	    0.447675
   -0.793404	    0.505296
   -0.793404	    0.527458
   -0.793404	    0.527458
   -0.784539	    0.527458
   -0.775674	    0.514161
   -0.780106	    0.491999
   -0.771241	    0.483134
   -0.762377	    0.469837
   -0.753512	    0.469837
   -0.753512	    0.478702
   -0.753512	    0.487566
   -0.753512	    0.505296
   -0.753512	    0.549620
   -0.757944	    0.598377
   -0.757944	    0.598377
   -0.757944	    0.580647
   -0.757944	    0.558485
   -0.757944	    0.540755
   -0.757944	    0.531891
   -0.744647	    0.527458
   -0.744647	    0.527458
   -0.744647	    0.527458
   -0.744647	    0.536323
   -0.744647	    0.571782
   -0.744647	    0.607242
   -0.744647	    0.642701
   -0.744647	    0.655998
   -0.744647	    0.638269
   -0.740214	    0.607242
   -0.735782	    0.585080
   -0.735782	    0.567350
   -0.731350	    0.558485
   -0.731350	    0.558485
   -0.731350	    0.558485
   -0.731350	    0.558485
   -0.731350	    0.580647
   -0.731350	    0.607242
   -0.744647	    0.647134
   -0.753512	    0.678161
   -0.753512	    0.678161
   -0.753512	    0.651566
   -0.744647	    0.633836
   -0.744647	    0.607242
   -0.744647	    0.598377
   -0.744647	    0.589512
   -0.735782	    0.589512
   -0.735782	    0.589512
   -0.735782	    0.589512
   -0.735782	    0.589512
   -0.735782	    0.589512
   -0.735782	    0.598377
   -0.735782	    0.616107
   -0.735782	    0.655998
   -0.740214	    0.673728
   -0.731350	    0.673728
   -0.731350	    0.655998
   -0.731350	    0.629404
   -0.731350	    0.602809
   -0.718052	    0.580647
   -0.709188	    0.571782
   -0.709188	    0.571782
   -0.700323	    0.571782
   -0.700323	    0.571782
   -0.700323	    0.571782
   -0.700323	    0.571782
   -0.709188	    0.629404
   -0.709188	    0.655998
   -0.722485	    0.687025
   -0.726917	    0.700323
   -0.726917	    0.700323
-------------------------------------------------
object ID: 1115
class label: 2
sign meaning: 14-fr

dominant hand trajectory:
   -0.654579	    0.493239
   -0.654579	    0.456362
   -0.654579	    0.456362
   -0.654579	    0.447142
   -0.654579	    0.456362
   -0.645360	    0.447142
   -0.636141	    0.428703
   -0.626921	    0.410265
   -0.617702	    0.401045
   -0.617702	    0.391826
   -0.617702	    0.382606
   -0.617702	    0.382606
   -0.617702	    0.391826
   -0.617702	    0.401045
   -0.626921	    0.447142
   -0.626921	    0.502459
   -0.636141	    0.516288
   -0.636141	    0.507069
   -0.636141	    0.497849
   -0.636141	    0.479410
   -0.636141	    0.442533
   -0.636141	    0.442533
   -0.636141	    0.460971
   -0.636141	    0.470191
   -0.636141	    0.479410
   -0.645360	    0.497849
   -0.654579	    0.543946
   -0.654579	    0.571605
   -0.663799	    0.571605
   -0.663799	    0.571605
   -0.645360	    0.543946
   -0.636141	    0.507069
   -0.636141	    0.497849
   -0.636141	    0.488630
   -0.636141	    0.479410
   -0.631531	    0.460971
   -0.631531	    0.460971
   -0.631531	    0.479410
   -0.631531	    0.497849
   -0.631531	    0.543946
   -0.631531	    0.553166
   -0.631531	    0.553166
   -0.631531	    0.543946
   -0.622311	    0.534727
   -0.622311	    0.497849
   -0.613092	    0.479410
   -0.613092	    0.470191
   -0.613092	    0.470191
   -0.613092	    0.470191
   -0.613092	    0.470191
   -0.613092	    0.470191
   -0.613092	    0.488630
   -0.622311	    0.507069
   -0.622311	    0.562385
   -0.622311	    0.571605
   -0.622311	    0.562385
   -0.622311	    0.553166
   -0.613092	    0.525507
   -0.613092	    0.516288
   -0.594653	    0.497849
   -0.594653	    0.497849
   -0.594653	    0.488630
   -0.585434	    0.516288
   -0.594653	    0.534727
   -0.603873	    0.553166
   -0.603873	    0.590043
   -0.603873	    0.599263
   -0.603873	    0.590043
   -0.603873	    0.580824
   -0.594653	    0.571605
   -0.594653	    0.553166
   -0.585434	    0.553166
   -0.585434	    0.553166
   -0.585434	    0.590043
   -0.594653	    0.617702
   -0.594653	    0.645360
   -0.594653	    0.663799
-------------------------------------------------
object ID: 1116
class label: 3
sign meaning: 13-fr

dominant hand trajectory:
   -0.834401	    0.557779
   -0.798122	    0.557779
   -0.789053	    0.589522
   -0.779983	    0.612196
   -0.770914	    0.603127
   -0.761844	    0.584987
   -0.752774	    0.557779
   -0.752774	    0.530570
   -0.752774	    0.494292
   -0.752774	    0.485222
   -0.752774	    0.476153
   -0.752774	    0.476153
   -0.752774	    0.476153
   -0.752774	    0.485222
   -0.752774	    0.512431
   -0.752774	    0.562313
   -0.752774	    0.580453
   -0.752774	    0.562313
   -0.752774	    0.535105
   -0.752774	    0.498826
   -0.752774	    0.480687
   -0.752774	    0.480687
   -0.743705	    0.476153
   -0.743705	    0.476153
   -0.743705	    0.485222
   -0.743705	    0.503361
   -0.743705	    0.548709
   -0.743705	    0.598592
   -0.743705	    0.607661
   -0.743705	    0.589522
   -0.743705	    0.548709
   -0.743705	    0.530570
   -0.743705	    0.516966
   -0.743705	    0.507896
   -0.743705	    0.507896
   -0.743705	    0.507896
   -0.743705	    0.516966
   -0.743705	    0.535105
   -0.743705	    0.562313
   -0.752774	    0.594057
   -0.743705	    0.594057
   -0.743705	    0.575918
   -0.743705	    0.544174
   -0.743705	    0.526035
   -0.743705	    0.516966
   -0.743705	    0.516966
   -0.743705	    0.516966
   -0.743705	    0.516966
   -0.743705	    0.535105
   -0.743705	    0.553244
   -0.743705	    0.584987
   -0.743705	    0.594057
   -0.743705	    0.575918
   -0.743705	    0.566848
   -0.743705	    0.539640
   -0.743705	    0.530570
   -0.752774	    0.530570
   -0.752774	    0.530570
   -0.752774	    0.539640
   -0.761844	    0.539640
   -0.752774	    0.548709
   -0.766379	    0.571383
   -0.770914	    0.594057
   -0.779983	    0.612196
   -0.743705	    0.594057
-------------------------------------------------
object ID: 1117
class label: 4
sign meaning: 12-fr

dominant hand trajectory:
   -0.633492	    0.651463
   -0.633492	    0.633492
   -0.633492	    0.624506
   -0.633492	    0.606535
   -0.624506	    0.606535
   -0.620013	    0.534649
   -0.615521	    0.498706
   -0.615521	    0.498706
   -0.615521	    0.498706
   -0.615521	    0.498706
   -0.615521	    0.498706
   -0.606535	    0.498706
   -0.606535	    0.507692
   -0.606535	    0.543635
   -0.606535	    0.534649
   -0.606535	    0.534649
   -0.606535	    0.534649
   -0.606535	    0.552621
   -0.606535	    0.552621
   -0.606535	    0.534649
   -0.606535	    0.543635
   -0.606535	    0.543635
   -0.606535	    0.543635
   -0.606535	    0.534649
   -0.597549	    0.525664
   -0.588563	    0.489721
   -0.588563	    0.417835
   -0.588563	    0.426821
   -0.588563	    0.426821
   -0.588563	    0.426821
   -0.588563	    0.426821
   -0.588563	    0.426821
   -0.588563	    0.444792
   -0.588563	    0.471749
   -0.588563	    0.498706
   -0.588563	    0.525664
   -0.588563	    0.543635
   -0.579578	    0.561606
   -0.579578	    0.561606
   -0.579578	    0.570592
   -0.579578	    0.561606
   -0.579578	    0.561606
   -0.579578	    0.561606
   -0.579578	    0.552621
   -0.579578	    0.543635
   -0.579578	    0.498706
   -0.579578	    0.489721
   -0.570592	    0.471749
   -0.570592	    0.471749
   -0.570592	    0.471749
   -0.570592	    0.480735
   -0.570592	    0.489721
   -0.570592	    0.525664
   -0.561606	    0.552621
   -0.570592	    0.543635
   -0.561606	    0.561606
   -0.561606	    0.561606
   -0.570592	    0.570592
   -0.570592	    0.570592
   -0.570592	    0.570592
   -0.570592	    0.579578
   -0.570592	    0.579578
   -0.570592	    0.579578
   -0.579578	    0.579578
   -0.579578	    0.525664
   -0.579578	    0.480735
   -0.579578	    0.471749
   -0.579578	    0.480735
   -0.579578	    0.480735
   -0.579578	    0.489721
   -0.579578	    0.507692
   -0.579578	    0.534649
   -0.570592	    0.539142
   -0.579578	    0.557114
   -0.579578	    0.566099
   -0.570592	    0.575085
   -0.570592	    0.575085
   -0.579578	    0.584071
   -0.570592	    0.584071
   -0.570592	    0.584071
   -0.570592	    0.584071
   -0.570592	    0.584071
   -0.570592	    0.584071
   -0.570592	    0.584071
   -0.570592	    0.566099
   -0.570592	    0.521171
   -0.570592	    0.494214
   -0.570592	    0.485228
   -0.570592	    0.485228
   -0.561606	    0.503199
   -0.561606	    0.503199
-------------------------------------------------
object ID: 1118
class label: 5
sign meaning: 11-fr

dominant hand trajectory:
   -0.494237	    0.525405
   -0.494237	    0.507595
   -0.494237	    0.480879
   -0.485332	    0.400733
   -0.476427	    0.382923
   -0.476427	    0.382923
   -0.476427	    0.382923
   -0.476427	    0.382923
   -0.476427	    0.391828
   -0.467522	    0.409638
   -0.476427	    0.440806
   -0.485332	    0.467522
   -0.485332	    0.476427
   -0.485332	    0.476427
   -0.476427	    0.467522
   -0.476427	    0.467522
   -0.476427	    0.467522
   -0.485332	    0.467522
   -0.476427	    0.458617
   -0.476427	    0.449711
   -0.485332	    0.449711
   -0.485332	    0.351754
   -0.476427	    0.351754
   -0.480879	    0.360660
   -0.471974	    0.360660
   -0.480879	    0.360660
   -0.489785	    0.369565
   -0.471974	    0.360660
   -0.489785	    0.422996
   -0.489785	    0.454164
   -0.516500	    0.445259
   -0.516500	    0.436354
   -0.516500	    0.436354
   -0.516500	    0.436354
   -0.516500	    0.427448
   -0.516500	    0.436354
   -0.516500	    0.436354
   -0.525405	    0.427448
   -0.525405	    0.427448
   -0.516500	    0.418543
   -0.507595	    0.347302
   -0.503142	    0.356207
   -0.503142	    0.356207
   -0.503142	    0.365112
   -0.503142	    0.374017
   -0.503142	    0.382923
   -0.503142	    0.431901
   -0.503142	    0.454164
   -0.503142	    0.471974
   -0.503142	    0.476427
   -0.503142	    0.476427
   -0.503142	    0.476427
   -0.503142	    0.476427
   -0.476427	    0.489785
   -0.476427	    0.489785
   -0.476427	    0.489785
   -0.476427	    0.480879
   -0.467522	    0.463069
   -0.467522	    0.391828
   -0.467522	    0.400733
-------------------------------------------------
object ID: 1119
class label: 6
sign meaning: 100_1_to_C_hs-fr

dominant hand trajectory:
   -0.428635	    0.367402
   -0.428635	    0.329719
   -0.428635	    0.301458
   -0.428635	    0.301458
   -0.428635	    0.292037
   -0.428635	    0.292037
   -0.419215	    0.292037
   -0.390953	    0.301458
   -0.390953	    0.320299
   -0.372112	    0.409794
   -0.390953	    0.456897
   -0.409794	    0.494579
   -0.419215	    0.551103
   -0.395663	    0.569944
   -0.395663	    0.579364
-------------------------------------------------
object ID: 1120
class label: 7
sign meaning: 10

dominant hand trajectory:
   -0.634987	    0.809020
   -0.606765	    0.799613
   -0.606765	    0.780798
   -0.597358	    0.771391
   -0.587951	    0.752577
   -0.597358	    0.724355
   -0.616172	    0.733762
   -0.634987	    0.743169
   -0.625579	    0.705541
   -0.606765	    0.705541
   -0.597358	    0.686726
   -0.587951	    0.696133
   -0.606765	    0.682023
   -0.616172	    0.682023
   -0.634987	    0.682023
   -0.644394	    0.691430
   -0.634987	    0.691430
   -0.625579	    0.691430
   -0.625579	    0.691430
   -0.606765	    0.691430
-------------------------------------------------
object ID: 1121
class label: 8
sign meaning: 4

dominant hand trajectory:
   -0.488893	    0.470786
   -0.488893	    0.470786
   -0.488893	    0.470786
   -0.488893	    0.470786
   -0.488893	    0.470786
   -0.466259	    0.470786
   -0.466259	    0.470786
   -0.466259	    0.470786
   -0.466259	    0.470786
   -0.466259	    0.470786
   -0.466259	    0.470786
   -0.466259	    0.470786
   -0.466259	    0.470786
